path,line,group,text
docs/omni-upgrade-design.md,1,docs,# Upgrade experience: `omni upgrade` + release-available notices
docs/omni-upgrade-design.md,8,docs,2. An **`omni upgrade`** command that upgrades the CLI and gracefully cycles
docs/omni-upgrade-design.md,11,docs,"   actually on PyPI, and points at `omni upgrade`."
docs/omni-upgrade-design.md,15,docs,- The CLI ships as `omnigent` / `omni` → `omnigent.cli:main()`; the installed
docs/omni-upgrade-design.md,51,docs,Effect: after *any* upgrade — `omni upgrade` **or** a manual `uv tool upgrade` —
docs/omni-upgrade-design.md,58,docs,## 2. `omni upgrade`
docs/omni-upgrade-design.md,77,docs,6. **Lazy respawn**: do not restart the server. The next `omni` command spawns
docs/omni-upgrade-design.md,96,docs,"  (the common case), and matches what `omni upgrade` pulls."
docs/omni-upgrade-design.md,108,docs,The notice points at `omni upgrade`; it no longer runs an interactive upgrade
omnigent/cli.py,194,python-runtime,        # ``omni opencode`` TUI launches on; set via `omni setup` → OpenCode.
omnigent/cli.py,223,python-runtime,# How often ``omni upgrade`` re-polls the local server for in-flight
omnigent/cli.py,1219,python-runtime,    (pointing the user at ``omni upgrade`` while they are running it is
omnigent/cli.py,3435,python-runtime,    Used by ``omni upgrade`` (without ``--force``) so an upgrade never
omnigent/cli.py,3470,python-runtime,    Shared by both ``omni upgrade`` paths (registry and git): the running
omnigent/cli.py,3472,python-runtime,    half-upgraded modules. The next ``omni`` invocation respawns a fresh
omnigent/cli.py,3487,python-runtime,"    """"""Update a git/VCS ``omni`` install by re-pulling its tracked ref."
omnigent/cli.py,3588,python-runtime,"    click.echo(""Re-pulled the git ref. Run `omni upgrade --check` to confirm."")"
omnigent/cli.py,3617,python-runtime,    the matching upgrade command. The next ``omni`` invocation starts a
omnigent/cli.py,3651,python-runtime,"            ""dependencies), not `omni upgrade`."""
omnigent/cli.py,3660,python-runtime,"            ""This is an editable install — update it with `git pull`, not `omni upgrade`."""
omnigent/cli.py,3722,python-runtime,"            ""Run `omni upgrade --check` to verify."""
omnigent/cli.py,3740,python-runtime,# ``omni update`` is an alias for ``omni upgrade`` — mistyping the latter as
omnigent/cli.py,4440,python-runtime,        # Prefer the OpenCode-specific default (set in `omni setup` → OpenCode →
omnigent/cli.py,8194,python-runtime,"        ui.err_console.print(f""  • {problem}"", style=""omni.warning"", markup=False)"
omnigent/cli.py,8199,python-runtime,"        style=""omni.warning"","
omnigent/cli.py,10713,python-runtime,    The choice is what ``omni opencode`` launches on when no ``--model`` is
omnigent/cli.py,10777,python-runtime,"        ""  [dim]Tip:[/dim] 'Set default model' picks which model `omni opencode` launches on\n"""
omnigent/host/local_server.py,101,python-runtime,"      memory, so after ``omni upgrade`` (or a manual ``uv tool upgrade``)"
omnigent/inner/ui.py,41,python-runtime,"# Named styles, so call sites use semantic tokens (""omni.warning"") rather"
omnigent/inner/ui.py,46,python-runtime,"        ""omni.accent"": ACCENT,"
omnigent/inner/ui.py,47,python-runtime,"        ""omni.success"": ""green"","
omnigent/inner/ui.py,48,python-runtime,"        ""omni.warning"": ""yellow"","
omnigent/inner/ui.py,49,python-runtime,"        ""omni.error"": ""bold red"","
omnigent/inner/ui.py,50,python-runtime,"        ""omni.info"": ""cyan"","
omnigent/inner/ui.py,51,python-runtime,"        ""omni.muted"": ""dim"","
omnigent/inner/ui.py,100,python-runtime,"    :param style: Style name for the glyph, e.g. ``""omni.success""``."
omnigent/inner/ui.py,111,python-runtime,"    _emit(console, ""==>"", ""omni.accent"", message)"
omnigent/inner/ui.py,116,python-runtime,"    _emit(console, ""✓"", ""omni.success"", message)"
omnigent/inner/ui.py,121,python-runtime,"    _emit(console, ""·"", ""omni.muted"", message)"
omnigent/inner/ui.py,126,python-runtime,"    _emit(err_console, ""!"", ""omni.warning"", message)"
omnigent/inner/ui.py,131,python-runtime,"    _emit(err_console, ""✗"", ""omni.error"", message)"
omnigent/inner/ui.py,139,python-runtime,"    console.print(Text(title, style=""bold omni.accent""))"
omnigent/inner/ui.py,158,python-runtime,"    console.rule(title, style=""omni.accent"")"
omnigent/inner/ui.py,173,python-runtime,"        header_style=""bold omni.accent"","
omnigent/inner/ui.py,174,python-runtime,"        border_style=""omni.muted"","
omnigent/inner/ui.py,175,python-runtime,"        title_style=""bold omni.accent"","
omnigent/inner/ui.py,191,python-runtime,"        border_style=""omni.accent"","
omnigent/onboarding/harness_install.py,304,python-runtime,"    # Native Hermes TUI (``hermes-native``, via ``omni hermes``) wraps the same"
omnigent/onboarding/harness_readiness.py,92,python-runtime,# Native Cursor harnesses. These boot the ``cursor-agent`` TUI (``omni cursor``)
omnigent/onboarding/harness_readiness.py,104,python-runtime,# Native Goose harnesses. Boot the ``goose session`` TUI (``omni goose``) and
omnigent/onboarding/harness_readiness.py,116,python-runtime,# Native Hermes harnesses. Boot the ``hermes`` TUI (``omni hermes``) and can't
omnigent/onboarding/harness_readiness.py,123,python-runtime,# ``qwen-native`` / ``native-qwen`` (the native TUI via ``omni qwen``) all resolve
omnigent/onboarding/harness_readiness.py,191,python-runtime,        # Native Cursor (``omni cursor``) wraps the ``cursor-agent`` CLI — gate
omnigent/onboarding/harness_readiness.py,200,python-runtime,"        # ``omni goose``) and the headless ACP harness (``goose``, drives"
omnigent/onboarding/harness_readiness.py,207,python-runtime,        # via ``omni hermes``) and the headless subprocess harness (``hermes``)
omnigent/onboarding/providers/model_catalog/novita.json,1228,python-runtime,"    ""qwen/qwen3-omni-30b-a3b-instruct"": {"
omnigent/onboarding/providers/model_catalog/novita.json,1247,python-runtime,"    ""qwen/qwen3-omni-30b-a3b-thinking"": {"
omnigent/onboarding/sandboxes/daytona.py,415,python-runtime,"                style=""omni.warning"","
omnigent/onboarding/sandboxes/e2b.py,556,python-runtime,"            style=""omni.warning"","
omnigent/onboarding/sandboxes/e2b.py,606,python-runtime,"                style=""omni.warning"","
omnigent/opencode_native_provider.py,72,python-runtime,    been chosen — via ``omni opencode --model`` or the ``omni setup`` OpenCode
omnigent/runner/app.py,1018,python-runtime,"        # No custom provider, but a model is pinned (``omni opencode --model`` or"
omnigent/runner/app.py,1019,python-runtime,        # the ``omni setup`` OpenCode default): write opencode's default model so
omnigent/update_check.py,24,python-runtime,  consistent with what ``omni upgrade`` actually pulls. To avoid adding
omnigent/update_check.py,30,python-runtime,  ``last_notified_version``) and points the user at ``omni upgrade``.
omnigent/update_check.py,72,python-runtime,# notice consistent with what ``omni upgrade`` (uv/pip) actually pulls.
omnigent/update_check.py,86,python-runtime,"# The foreground ``omni upgrade`` is user-initiated and worth waiting on, so it"
omnigent/update_check.py,88,python-runtime,# briefly slow mirror shouldn't make ``omni upgrade --check`` spuriously report
omnigent/update_check.py,256,python-runtime,    ``omni upgrade``.
omnigent/update_check.py,283,python-runtime,        # ``omni upgrade`` git path re-pulls the ref and reports commit
omnigent/update_check.py,339,python-runtime,    ``omni upgrade``) actually pick an index:
omnigent/update_check.py,474,python-runtime,    the foreground ``omni upgrade`` passes a longer *timeout* and *attempts=2*
omnigent/update_check.py,479,python-runtime,"        When ``True`` (``omni upgrade --pre`` / TestPyPI rc validation),"
omnigent/update_check.py,632,python-runtime,    Uses ``python -c`` rather than re-invoking the ``omni`` CLI so the
omnigent/update_check.py,895,python-runtime,    ``omni upgrade``; the actual upgrade (and the graceful server/daemon
omnigent/update_check.py,911,python-runtime,"        (""omni upgrade"", ""bold""),"
omnigent/update_check.py,1244,python-runtime,# Per-installer flag that allows pre-releases (``omni upgrade --pre``).
omnigent/update_check.py,1257,python-runtime,"    ``omni upgrade`` shells out to install the new wheel, and a bare"
omnigent/update_check.py,1259,python-runtime,    *other* environment's ``pip`` shadows the one running ``omni`` (a
omnigent/update_check.py,1264,python-runtime,    ``omni`` so the new wheel lands where the running CLI lives. Falls
omnigent/update_check.py,1293,python-runtime,"    :param allow_prerelease: When ``True`` (``omni upgrade --pre``), append"
omnigent/update_check.py,1381,python-runtime,    Convenience wrapper used by ``omni upgrade``: reads the installed
omnigent/update_check.py,1399,python-runtime,    ``omni upgrade`` swaps the on-disk install while *this* process is
omnigent/update_check.py,1404,python-runtime,    produced. This is what lets ``omni upgrade`` verify the install really
omnigent/update_check.py,1481,python-runtime,"    revision (or ``HEAD`` when none was pinned), so ``omni upgrade`` can tell"
pyproject.toml,65,root-config-docs,"    # object has no setter"" on any `omni host ...` invocation."
pyproject.toml,88,root-config-docs,    # PEP 440 version comparison for the update check / `omni upgrade`
pyproject.toml,248,root-config-docs,# absorption. `omni` is installed as a short alias — both resolve to
pyproject.toml,250,root-config-docs,"# `omni` ship, internal and OSS alike.)"
pyproject.toml,252,root-config-docs,"omni = ""omnigent.cli:main"""
scripts/install_oss.sh,499,scripts,"  # ""Installed N executables"" summary (the package also ships an `omni` alias)."
scripts/install_oss.sh,628,scripts,  # `omni` is a shorthand alias installed alongside `omnigent`; check it so a
scripts/install_oss.sh,630,scripts,  for alias_cmd in omni; do
tests/cli/test_cli.py,718,python-tests,"    Pins the ""same thing as bare ``omni``"" contract: the first-run plan's"
tests/cli/test_login_databricks.py,422,python-tests,"    result = CliRunner().invoke(cli_group, [""login"", ""http://omni.internal:6767""])"
tests/cli/test_login_databricks.py,425,python-tests,"    assert cli_mod._load_global_config().get(""server"") == ""http://omni.internal:6767"""
tests/cli/test_login_databricks.py,441,python-tests,"    server = ""http://omni-oidc.internal:6767"""
tests/cli/test_login_databricks.py,553,python-tests,"            ""https://omni.example.com/v1/me"": _response(401, body={""login_url"": ""/login""}),"
tests/cli/test_login_databricks.py,558,python-tests,"        cli_mod._workspace_api_server_url(""https://omni.example.com"") == ""https://omni.example.com"""
tests/cli/test_login_databricks.py,870,python-tests,"            ""https://omni.example.com/v1/me"": _response(401, body={""login_url"": ""/login""}),"
tests/cli/test_login_databricks.py,875,python-tests,"        cli_mod._workspace_api_server_url(""https://omni.example.com/omnigent"")"
tests/cli/test_login_databricks.py,876,python-tests,"        == ""https://omni.example.com/omnigent"""
tests/cli/test_opencode_setup.py,1,python-tests,"""""""Tests for the OpenCode ``omni setup`` default-model picker helpers."""""""
tests/cli/test_update_check.py,894,python-tests,    The ``runnable`` half of the assertion guards ``omni upgrade``: if a
tests/cli/test_update_check.py,921,python-tests,    upgrade a *different* environment than the one running ``omni``. Pinning
tests/cli/test_update_check.py,1003,python-tests,"    """"""Cached latest > installed → nag naming the release and ``omni upgrade``."""""""
tests/cli/test_update_check.py,1024,python-tests,"    assert ""omni upgrade"" in err"
tests/cli/test_update_check.py,1302,python-tests,    Regression: the foreground ``omni upgrade`` shouldn't report the index as
tests/cli/test_upgrade_command.py,1,python-tests,"""""""Tests for the ``omni upgrade`` command (omnigent.cli.upgrade)."""""""
tests/cli/test_upgrade_command.py,275,python-tests,    sessions holding their connection open hung ``omni upgrade`` forever.
tests/cli/test_upgrade_command.py,320,python-tests,# ── ``omni update`` alias ────────────────────────────────────────────
tests/cli/test_upgrade_command.py,340,python-tests,"    """"""``omni update`` runs the upgrade flow end-to-end (up-to-date path)."""""""
tests/e2e/_native_resume_helpers.py,660,python-tests,    omni = str(omnigent_console_script())
tests/e2e/_native_resume_helpers.py,672,python-tests,"    base = [omni, harness, ""--server"", server]"
tests/e2e/omnigent/_example_helpers.py,195,python-tests,"    ``tmp_path`` (e.g. MCP-profile overrides, omni endpoint"
tests/e2e/omnigent/test_antigravity_streaming_e2e.py,128,python-tests,"            ""via 'omni setup' (Antigravity) or export GEMINI_API_KEY / """
tests/e2e/omnigent/test_examples_coverage_sync.py,264,python-tests,            # test_example_omni.py exists but tests/resources/agents/omni
tests/e2e/omnigent/test_examples_coverage_sync.py,268,python-tests,"            ""omni"","
tests/e2e/omnigent/test_per_harness_antigravity.py,186,python-tests,"            ""'antigravity:' block via 'omni setup' or export GEMINI_API_KEY / """
tests/e2e/omnigent/test_run_harness_without_agent_e2e.py,181,python-tests,    ``cursor-native``: it is a terminal-first TUI launched via ``omni goose``
tests/e2e/omnigent/test_run_harness_without_agent_e2e.py,191,python-tests,    ``cursor-native``: it is a terminal-first TUI launched via ``omni qwen``
tests/e2e/omnigent/test_run_harness_without_agent_e2e.py,198,python-tests,"    ``omni kiro`` (tmux pane + bridge dir), not ``omnigent run --harness"
tests/e2e/omnigent/test_run_harness_without_agent_e2e.py,209,python-tests,"    ``omni kimi`` (tmux pane + bridge dir), not ``omnigent run --harness"
tests/e2e/omnigent/test_run_harness_without_agent_e2e.py,219,python-tests,"    terminal-first TUI launched via ``omni hermes`` (tmux pane + bridge dir), not"
tests/e2e/omnigent/test_run_omnigent_url_linkify.py,63,python-tests,"_TEST_URL = ""https://omni-linkify-e2e-test.example.com/path"""
tests/e2e/test_codex_native_cli_cwd_e2e.py,98,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_codex_native_cli_cwd_e2e.py,102,python-tests,"        [omni, ""codex"", ""--server"", resume_test_server],"
tests/e2e/test_cursor_native_cli_e2e.py,195,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,197,python-tests,"        [omni, ""cursor"", ""--server"", resume_test_server, _FORCE_FLAG],"
tests/e2e/test_cursor_native_cli_e2e.py,260,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,262,python-tests,"        [omni, ""cursor"", ""--server"", resume_test_server, _FORCE_FLAG],"
tests/e2e/test_cursor_native_cli_e2e.py,326,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,327,python-tests,"    base = [omni, ""cursor"", ""--server"", resume_test_server]"
tests/e2e/test_cursor_native_cli_e2e.py,419,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,422,python-tests,"        [omni, ""cursor"", ""--server"", resume_test_server, _FORCE_FLAG],"
tests/e2e/test_cursor_native_cli_e2e.py,508,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,511,python-tests,"        [omni, ""cursor"", ""--server"", resume_test_server, _FORCE_FLAG],"
tests/e2e/test_cursor_native_cli_e2e.py,637,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,641,python-tests,"        [omni, ""cursor"", ""--server"", resume_test_server],"
tests/e2e/test_cursor_native_cli_e2e.py,734,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_cursor_native_cli_e2e.py,735,python-tests,"    base = [omni, ""cursor"", ""--server"", resume_test_server, _FORCE_FLAG]"
tests/e2e/test_goose_native_cli_e2e.py,98,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_goose_native_cli_e2e.py,100,python-tests,"        [omni, ""goose"", ""--server"", resume_test_server],"
tests/e2e/test_goose_native_cli_e2e.py,159,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_goose_native_cli_e2e.py,161,python-tests,"        [omni, ""goose"", ""--server"", resume_test_server],"
tests/e2e/test_harness_wrap_e2e.py,92,python-tests,"    parent = Path(""/tmp"") / f""omni-cs-{uuid.uuid4().hex[:8]}"""
tests/e2e/test_host_opencode_native_e2e.py,13,python-tests,    HOME=/tmp/omni-isolated DATABRICKS_CONFIG_FILE=$REAL_HOME/.databrickscfg \
tests/e2e/test_kiro_native_cli_e2e.py,63,python-tests,    omni = str(omnigent_console_script())
tests/e2e/test_kiro_native_cli_e2e.py,65,python-tests,"        [omni, ""kiro"", ""--server"", resume_test_server],"
tests/host/test_connect.py,234,python-tests,    harness and never installs the ``cursor-agent`` CLI ``omni cursor`` boots.
tests/host/test_local_server.py,185,python-tests,    This is what makes ``omni upgrade`` (and a manual ``uv tool upgrade``)
tests/inner/egress/test_relay.py,27,python-tests,"    parent = Path(""/tmp"") / f""omni-relay-{uuid.uuid4().hex[:8]}"""
tests/inner/test_kimi_harness.py,138,python-tests,    so `omni --harness kimi` launched in the repo but kimi's tools reported the
tests/onboarding/test_harness_readiness.py,82,python-tests,"# (``omni cursor``) joins the list: it wraps the ``cursor-agent`` CLI, unlike the"
tests/onboarding/test_harness_readiness.py,148,python-tests,        # Native Cursor (``omni cursor``) — gates on the cursor-agent CLI.
tests/onboarding/test_harness_readiness.py,151,python-tests,        # Native Kiro (``omni kiro``) — gates on the kiro-cli binary.
tests/onboarding/test_harness_readiness.py,154,python-tests,        # Goose — native TUI (``omni goose``) + headless ACP harness; both gate
tests/onboarding/test_harness_readiness.py,321,python-tests,"    """"""Native Cursor (``omni cursor``) gates on the cursor-agent CLI, not a key."
tests/runtime/harnesses/test_executor_adapter.py,105,python-tests,"    parent = Path(""/tmp"") / f""omni-ia-{uuid.uuid4().hex[:8]}"""
tests/runtime/harnesses/test_process_manager.py,75,python-tests,"    ``/tmp/omni-pm-<short_uuid>`` parent when possible, falling"
tests/runtime/harnesses/test_process_manager.py,86,python-tests,"        parent = root / f""omni-pm-{uuid.uuid4().hex[:8]}"""
tests/runtime/harnesses/test_scaffold.py,249,python-tests,"    parent = Path(""/tmp"") / f""omni-sc-{uuid.uuid4().hex[:8]}"""
tests/runtime/test_provider_spawn_env.py,1034,python-tests,    `omni --harness kimi` / web kimi sessions ran kimi out of the bundle dir and
tests/spec/test_parser.py,2698,python-tests,"        ""name"": ""omni-agent"","
tests/spec/test_parser.py,2705,python-tests,"    omni_dir = tmp_path / ""omni"""
tests/test_goose_native.py,1,python-tests,"""""""Unit tests for the omni goose CLI-side helpers (no server needed)."""""""
tests/test_goose_native_forwarder.py,39,python-tests,"        ""INSERT INTO sessions(id, name, working_dir) VALUES('20260619_1', 'omni-1', '/tmp')"""
tests/test_goose_native_forwarder.py,71,python-tests,"    assert f._resolve_goose_session_id(db, ""omni-1"") == ""20260619_1"""
tests/test_hermes_native.py,1,python-tests,"""""""Unit tests for the omni hermes CLI-side helpers + harness wiring (no server)."""""""
tests/test_opencode_native.py,1,python-tests,"""""""Unit tests for the ``omni opencode`` launcher helpers (``opencode_native.py``)."
tests/test_qwen_native.py,1,python-tests,"""""""Unit tests for the omni qwen CLI-side helpers (no server needed)."
